time,Frame,Item name,Logo id,Text,Barcode
00:00:11,5 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,6 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,7 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,8 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,9 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,10 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,11 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,12 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,13 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,14 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,15 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,16 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,17 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,18 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,19 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,20 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,21 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,22 ,Vest Efficacia & Rispetto Piatti,0,0,Unkown
00:00:11,23 ,Vest Efficacia & Rispetto Piatti,0,0,8015194510411 
00:00:11,24 ,Unkown,0,0,0 
00:00:12,0 ,Unkown,0,0,0 
00:00:12,1 ,0,0,0,0
